# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  710       2.562584815613e-10       5.017949499424e-12      -1.506196335673e-11       0.000000000000e+00       2.054955486186e-14       5.160120867747e-15      -6.206012903300e-16 
  711       2.571132050253e-10       5.000686248677e-12      -1.523695143329e-11       0.000000000000e+00       2.044284453827e-14       5.170123780121e-15      -6.180320792355e-16 
  712       2.579863303008e-10       4.982673073361e-12      -1.540858807771e-11       0.000000000000e+00       2.033682661290e-14       5.179822224656e-15      -6.153955202343e-16 
  713       2.588773985038e-10       4.963919994967e-12      -1.557681167342e-11       0.000000000000e+00       2.023149720712e-14       5.189215594115e-15      -6.126931635279e-16 
  714       2.597859444040e-10       4.944437193669e-12      -1.574156018965e-11       0.000000000000e+00       2.012685231166e-14       5.198303296281e-15      -6.099265805132e-16 
  715       2.607114964011e-10       4.924235008926e-12      -1.590277118032e-11       0.000000000000e+00       2.002288778604e-14       5.207084754041e-15      -6.070973638609e-16 
  716       2.616535765013e-10       4.903323940091e-12      -1.606038178295e-11       0.000000000000e+00       1.991959935802e-14       5.215559405455e-15      -6.042071275930e-16 
  717       2.626117002935e-10       4.881714647012e-12      -1.621432871753e-11       0.000000000000e+00       1.981698262293e-14       5.223726703838e-15      -6.012575071610e-16 
  718       2.635853769258e-10       4.859417950637e-12      -1.636454828546e-11       0.000000000000e+00       1.971503304319e-14       5.231586117836e-15      -5.982501595240e-16 
  719       2.645741090821e-10       4.836444833622e-12      -1.651097636836e-11       0.000000000000e+00       1.961374594764e-14       5.239137131506e-15      -5.951867632264e-16 
  720       2.655773929583e-10       4.812806440931e-12      -1.665354842706e-11       0.000000000000e+00       1.951311653099e-14       5.246379244390e-15      -5.920690184763e-16 
  721       2.665947182385e-10       4.788514080445e-12      -1.679219950044e-11       0.000000000000e+00       1.941313985326e-14       5.253311971592e-15      -5.888986472229e-16 
  722       2.676255680718e-10       4.763579223563e-12      -1.692686420431e-11       0.000000000000e+00       1.931381083913e-14       5.259934843858e-15      -5.856773932351e-16 
  723       2.686694190487e-10       4.738013505811e-12      -1.705747673034e-11       0.000000000000e+00       1.921512427743e-14       5.266247407655e-15      -5.824070221790e-16 
  724       2.697257411770e-10       4.711828727443e-12      -1.718397084496e-11       0.000000000000e+00       1.911707482050e-14       5.272249225242e-15      -5.790893216960e-16 
  725       2.707939978588e-10       4.685036854045e-12      -1.730627988820e-11       0.000000000000e+00       1.901965698363e-14       5.277939874754e-15      -5.757261014811e-16 
  726       2.718736458665e-10       4.657650017144e-12      -1.742433677265e-11       0.000000000000e+00       1.892286514447e-14       5.283318950274e-15      -5.723191933604e-16 
  727       2.729641353193e-10       4.629680514811e-12      -1.753807398230e-11       0.000000000000e+00       1.882669354246e-14       5.288386061915e-15      -5.688704513695e-16 
  728       2.740649096599e-10       4.601140812262e-12      -1.764742357146e-11       0.000000000000e+00       1.873113627821e-14       5.293140835893e-15      -5.653817518312e-16 
  729       2.751754056303e-10       4.572043542468e-12      -1.775231716365e-11       0.000000000000e+00       1.863618731295e-14       5.297582914610e-15      -5.618549934335e-16 
  730       2.762950532488e-10       4.542401506757e-12      -1.785268595049e-11       0.000000000000e+00       1.854184046792e-14       5.301711956726e-15      -5.582920973077e-16 
  731       2.774232757860e-10       4.512227675419e-12      -1.794846069062e-11       0.000000000000e+00       1.844808942383e-14       5.305527637237e-15      -5.546950071064e-16 
  732       2.785594897415e-10       4.481535188312e-12      -1.803957170853e-11       0.000000000000e+00       1.835492772021e-14       5.309029647557e-15      -5.510656890814e-16 
  733       2.797031048199e-10       4.450337355462e-12      -1.812594889354e-11       0.000000000000e+00       1.826234875486e-14       5.312217695589e-15      -5.474061321616e-16 
  734       2.808535239077e-10       4.418647657676e-12      -1.820752169860e-11       0.000000000000e+00       1.817034578330e-14       5.315091505809e-15      -5.437183480313e-16 
  735       2.820101430494e-10       4.386479747139e-12      -1.828421913926e-11       0.000000000000e+00       1.807891191810e-14       5.317650819336e-15      -5.400043712078e-16 
  736       2.831723514238e-10       4.353847448022e-12      -1.835596979255e-11       0.000000000000e+00       1.798804012839e-14       5.319895394017e-15      -5.362662591194e-16 
  737       2.843395313208e-10       4.320764757086e-12      -1.842270179583e-11       0.000000000000e+00       1.789772323919e-14       5.321825004498e-15      -5.325060921839e-16 
  738       2.855110581173e-10       4.287245844289e-12      -1.848434284572e-11       0.000000000000e+00       1.780795393091e-14       5.323439442306e-15      -5.287259738859e-16 
  739       2.866863293072e-10       4.253305086353e-12      -1.854083338309e-11       0.000000000000e+00       1.771872570894e-14       5.324738591974e-15      -5.249276323793e-16 
  740       2.878648522657e-10       4.218957166979e-12      -1.859216643574e-11       0.000000000000e+00       1.763003583492e-14       5.325722660919e-15      -5.211112165105e-16 
  741       2.890461581706e-10       4.184216979810e-12      -1.863834855989e-11       0.000000000000e+00       1.754188245220e-14       5.326391954256e-15      -5.172764761863e-16 
  742       2.902297730883e-10       4.149099596254e-12      -1.867938672712e-11       0.000000000000e+00       1.745426362044e-14       5.326746799251e-15      -5.134231586881e-16 
  743       2.914152179569e-10       4.113620266095e-12      -1.871528832614e-11       0.000000000000e+00       1.736717731529e-14       5.326787545417e-15      -5.095510086626e-16 
  744       2.926020085690e-10       4.077794418108e-12      -1.874606116460e-11       0.000000000000e+00       1.728062142795e-14       5.326514564604e-15      -5.056597681119e-16 
  745       2.937896555543e-10       4.041637660668e-12      -1.877171347084e-11       0.000000000000e+00       1.719459376485e-14       5.325928251099e-15      -5.017491763844e-16 
  746       2.949776643625e-10       4.005165782362e-12      -1.879225389571e-11       0.000000000000e+00       1.710909204726e-14       5.325029021716e-15      -4.978189701652e-16 
  747       2.961655352460e-10       3.968394752603e-12      -1.880769151437e-11       0.000000000000e+00       1.702411391090e-14       5.323817315889e-15      -4.938688834667e-16 
  748       2.973527632429e-10       3.931340722242e-12      -1.881803582802e-11       0.000000000000e+00       1.693965690561e-14       5.322293595772e-15      -4.898986476192e-16 
  749       2.985388381595e-10       3.894020024176e-12      -1.882329676574e-11       0.000000000000e+00       1.685571849495e-14       5.320458346325e-15      -4.859079912611e-16 
  750       2.997232445531e-10       3.856449173964e-12      -1.882348468626e-11       0.000000000000e+00       1.677229605581e-14       5.318312075414e-15      -4.818966403299e-16 
  751       3.009054617150e-10       3.818644870439e-12      -1.881861037974e-11       0.000000000000e+00       1.668938687810e-14       5.315855313905e-15      -4.778643180525e-16 
  752       3.020849636531e-10       3.780623996317e-12      -1.880868506957e-11       0.000000000000e+00       1.660698816432e-14       5.313088615753e-15      -4.738107449358e-16 
  753       3.032612190746e-10       3.742403618810e-12      -1.879372041415e-11       0.000000000000e+00       1.652509702919e-14       5.310012558102e-15      -4.697356387571e-16 
  754       3.044336913689e-10       3.704000990241e-12      -1.877372850867e-11       0.000000000000e+00       1.644371049934e-14       5.306627741374e-15      -4.656387145550e-16 
  755       3.056018385906e-10       3.665433548650e-12      -1.874872188691e-11       0.000000000000e+00       1.636282551285e-14       5.302934789369e-15      -4.615196846193e-16 
  756       3.067651134419e-10       3.626718918411e-12      -1.871871352303e-11       0.000000000000e+00       1.628243891896e-14       5.298934349352e-15      -4.573782584825e-16 
  757       3.079229632553e-10       3.587874910844e-12      -1.868371683334e-11       0.000000000000e+00       1.620254747764e-14       5.294627092154e-15      -4.532141429093e-16 
  758       3.090748299769e-10       3.548919524823e-12      -1.864374567811e-11       0.000000000000e+00       1.612314785924e-14       5.290013712259e-15      -4.490270418879e-16 
  759       3.102201501489e-10       3.509870947389e-12      -1.859881436333e-11       0.000000000000e+00       1.604423664412e-14       5.285094927904e-15      -4.448166566203e-16 
  760       3.113583548920e-10       3.470747554367e-12      -1.854893764252e-11       0.000000000000e+00       1.596581032230e-14       5.279871481172e-15      -4.405826855125e-16 
  761       3.124888698889e-10       3.431567910970e-12      -1.849413071850e-11       0.000000000000e+00       1.588786529304e-14       5.274344138084e-15      -4.363248241658e-16 
  762       3.136111153664e-10       3.392350772418e-12      -1.843440924520e-11       0.000000000000e+00       1.581039786449e-14       5.268513688691e-15      -4.320427653665e-16 
  763       3.147245060788e-10       3.353115084545e-12      -1.836978932943e-11       0.000000000000e+00       1.573340425333e-14       5.262380947176e-15      -4.277361990771e-16 
  764       3.158284512901e-10       3.313879984414e-12      -1.830028753267e-11       0.000000000000e+00       1.565688058440e-14       5.255946751940e-15      -4.234048124266e-16 
  765       3.169223547572e-10       3.274664800926e-12      -1.822592087285e-11       0.000000000000e+00       1.558082289031e-14       5.249211965700e-15      -4.190482897008e-16 
  766       3.180056147123e-10       3.235489055436e-12      -1.814670682615e-11       0.000000000000e+00       1.550522711107e-14       5.242177475582e-15      -4.146663123333e-16 
  767       3.190776238461e-10       3.196372462361e-12      -1.806266332879e-11       0.000000000000e+00       1.543008909373e-14       5.234844193216e-15      -4.102585588957e-16 
  768       3.201377692903e-10       3.157334929794e-12      -1.797380877881e-11       0.000000000000e+00       1.535540459202e-14       5.227213054829e-15      -4.058247050882e-16 
  769       3.211854326004e-10       3.118396560116e-12      -1.788016203784e-11       0.000000000000e+00       1.528116926592e-14       5.219285021340e-15      -4.013644237304e-16 
  770       3.222199897386e-10       3.079577650607e-12      -1.778174243292e-11       0.000000000000e+00       1.520737868138e-14       5.211061078452e-15      -3.968773847513e-16 
  771       3.232408110564e-10       3.040898694059e-12      -1.767856975827e-11       0.000000000000e+00       1.513402830986e-14       5.202542236750e-15      -3.923632551806e-16 
  772       3.242472612775e-10       3.002380379386e-12      -1.757066427708e-11       0.000000000000e+00       1.506111352802e-14       5.193729531789e-15      -3.878216991384e-16 
  773       3.252386994806e-10       2.964043592239e-12      -1.745804672329e-11       0.000000000000e+00       1.498862961730e-14       5.184624024197e-15      -3.832523778265e-16 
  774       3.262144790821e-10       2.925909415614e-12      -1.734073830338e-11       0.000000000000e+00       1.491657176361e-14       5.175226799759e-15      -3.786549495185e-16 
  775       3.271739478189e-10       2.887999130469e-12      -1.721876069818e-11       0.000000000000e+00       1.484493505690e-14       5.165538969518e-15      -3.740290695503e-16 
  776       3.281164477312e-10       2.850334216330e-12      -1.709213606463e-11       0.000000000000e+00       1.477371449079e-14       5.155561669867e-15      -3.693743903110e-16 
